texto,ministro,link,dia_publicacao,pandemia,morte_publicacao,atualizacao_casos,noticia_falsa,recomendacao_publicacao,situacao_atual,tipo_publicacao,origem_publicacao,"publico_alvo
"
"O @governodobrasil conta com mais um serviço para o combate ao #coronavírus. Pacientes do SUS poderão ter consultas virtuais nos postos de saúde da Atenção Primária, a partir do próximo mês. Cerca de 20 mil profissionais que atuam nas unidades de Saúde da Família, de todo país, terão acesso e treinamento para a navegação no sistema.",teich,https://www.instagram.com/p/B_Yi2wpAjQA/,24/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"Hospitais mais preparados para atender pacientes com #coronavírus.
⠀
O @minsaude habilitou 1.761 leitos para pacientes com coronavírus. Instalados em 19 estados, os leitos são fundamentais para o tratamento de pessoas com quadros graves de saúde.",teich,https://www.instagram.com/p/B_Yj2KAAvQi/,24/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"No Dia Mundial da Malária, 25 de abril, o Ministério da Saúde alerta que a doença tem cura, com diagnóstico e tratamento gratuitos pelo SUS. Para um Brasil livre da malária, é preciso a participação de todos. Saiba mais sobre a malária em https://www.saude.gov.br/saude-de-a-z/malaria
#malária
#malaria",teich,https://www.instagram.com/p/B_Z7Arggli_/,25/04,nao,nao,nao,nao,nao,nao,arte,ms,geral
"Se você tem dúvida se está ou não com #coronavírus, ligue agora para o telefone 136 e faça o diagnóstico da doença sem precisar sair de casa. #Coronavírus #Covid19",teich,https://www.instagram.com/p/B_aqB1ZADst/,25/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 25/04.",teich,https://www.instagram.com/p/B_atft6gLcA/,25/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Precisamos cuidar ainda mais de quem sempre cuidou da gente. Por isso, o Ministério da Saúde e a @opspaho apresentam dicas para ajudar a diminuir os efeitos da pandemia de #coronavírus na saúde mental das pessoas idosas. Cuidar de idosos é um ato de amor!
https://bit.ly/3bxjghZ",teich,https://www.instagram.com/p/B_cYPqOjaHF/,26/04,sim,sim,nao,nao,sim,nao,video,ms,idosos
🥖 Sabe aquele cheirinho gostoso de pão que acabou de sair do forno? Você pode ter aí na sua casa! Que tal aproveitar o tempo extra em casa para aprender receitas novas? Melhor ainda se for aquele pãozinho caseiro para ninguém botar defeito!,teich,https://www.instagram.com/p/B_ce1fFgHwp/,26/04,nao,nao,nao,nao,nao,nao,arte,ms,geral
🇧🇷SOLUÇÃO NACIONAL!🇧🇷 @GovernodoBrasil e o @minsaude realizam parceria com mais de 15 instituições para entrega de respiradores para auxiliar o combate ao #coronavírus.,teich,https://www.instagram.com/p/B_dDYI8AEuJ/,26/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 26/04. ▶️ 61.888 diagnosticados com COVID-19
▶️ 4.205 óbitos (7%)
▶️ 27.531 em acompanhamento* (44%)
▶️ 30.152 recuperados* (49%)
▶️ 1.322 óbitos em investigação *estimativas sujeitas a revisão.",teich,https://www.instagram.com/p/B_dO1orAXS_/,26/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Você, que é trabalhador da saúde e ainda não se vacinou, procure um posto de saúde e proteja-se da gripe. Leve a caderneta de vacinação.
Veja se você faz parte deste grupe e saiba mais em saude.gov.br/vacinabrasil",teich,https://www.instagram.com/p/B_e2D28ApBu/,27/04,nao,nao,nao,nao,sim,nao,arte,ms,profissionais_saude
🇧🇷Brasil unido contra o #coronavírus.,teich,https://www.instagram.com/p/B_gOKIPA_nm/,27/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
Faça o diagnóstico do #coronavírus e receba orientações de prevenção e cuidados para evitar a transmissão do vírus sem que você saia de casa.,teich,https://www.instagram.com/p/B_homzJgvvD/,28/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"Quantas pessoas já tiveram #coronavírus no 🇧🇷? O @minsaude e o @ibgeoficial trabalham em uma estratégia para conhecer a situação do vírus no país e, com a informação de qualidade, definir estratégias fortes no combate à #covid19. Confira a explicação do ministro Nelson Teich👇
1 sem",teich,https://www.instagram.com/p/B_hwxcRgvoJ/,28/07,sim,nao,nao,nao,nao,nao,arte | video,ms,geral
Está aberto o edital para aquisição de 2 mil leitos (200 kits de 10 leitos) de UTI volantes de instalação rápida.,teich,https://www.instagram.com/p/B_i0PQqATuE/,28/04,sim,nao,nao,nao,nao,nao,arte,ms,empresas
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 28/04",teich,https://www.instagram.com/p/B_i1l6oghoS/,28/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Os primeiros profissionais de saúde que se cadastraram na iniciativa “O Brasil Conta Comigo” e demonstraram interesse de atuar, serão chamados para reforçar o atendimento nas unidades de saúde do Amazonas.",teich,https://www.instagram.com/p/B_kNioPAWrV/,29/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"Verificado
⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 29/04.",teich,https://www.instagram.com/p/B_lBt2IA8lF/,29/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Transparência e compromisso com o Brasil🇧🇷 Ao participar de videoconferência com senadores, o ministro da Saúde, Nelson Teich, apresentou as ações do Governo do Brasil contra o #coronavirus e pediu união de lideranças para enfrentar a propagação do vírus no Brasil. Saiba mais: https://bit.ly/2xplykw
#covid19",teich,https://www.instagram.com/p/B_luQz_BfDk/,30/04,sim,nao,nao,nao,nao,nao,video,ms,geral
"Aqui vão algumas dicas importantes de como se proteger do coronavírus (COVID-19).
Confira e proteja-se.
⠀",teich,https://www.instagram.com/p/B_myGSGg1fN/,30/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"O @minsaude entrou em contato com profissionais de 12 categorias para reforçar, a partir da próxima semana, o enfrentamento do #coronavírus no Amazonas.",teich,https://www.instagram.com/p/B_ndQq4AGnm/,30/04,sim,nao,nao,nao,nao,nao,arte | foto,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 30/04.",teich,https://www.instagram.com/p/B_nqGJbArkK/,30/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Contra o #coronavírus, o Governo do Brasil, estados e municípios unem forças para o cuidado aos idosos em situação de vulnerabilidade. Equipes de saúde da família vão visitar asilos e beneficiários de programas sociais, fazer atendimento remoto pelos canais do TeleSUS, testar pessoas com sintomas e, se necessário, internar em hospitais os idosos com impossibilidade de isolamento. Saiba mais: https://bit.ly/2Yyf6mv",teich,https://www.instagram.com/p/B_oHggGA7Bg/,01/05,sim,nao,nao,nao,nao,nao,arte | video,ms,geral
"Você deve usar a máscara de pano toda vez que for sair de casa. Para a prevenção do #coronavírus, tão importante quanto usar a máscara é tomar os devidos cuidados com ela.",teich,https://www.instagram.com/p/B_pW4V9gBpN/,01/05,sim,nao,nao,nao,nao,nao,arte,ms,geral
"Fique atento: a febre amarela pode matar. A vacina é a forma mais segura e eficaz de se proteger da doença. Se você ainda não tomou a vacina, procure um Posto de Saúde e leve a caderneta de vacinação.",teich,https://www.instagram.com/p/B_p5DO2Ay--/,01/05,nao,nao,nao,nao,sim,nao,arte,ms,geral
A pandemia do #coronavírus impôs ao mundo o distanciamento social. Mas os profissionais de saúde vão para a linha de frente da luta pela vida e combate à #covid19.,teich,https://www.instagram.com/p/B_qBpcLgnRI/,01/05,sim,nao,nao,nao,nao,nao,arte | foto,ms,geral
"ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 01/05.
⠀",teich,https://www.instagram.com/p/B_qGp7OARty/,01/05,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
Discurso do ministro Nelson Teich no dia do trabalho.,teich,https://www.instagram.com/p/B_qjk8lgpTl/,01/05,sim,nao,nao,nao,nao,nao,video,ms,geral
"Não deixe água parada em casa. Cuide de você e da sua família. Os criadouros estão em todos os lugares.
⠀",teich,https://www.instagram.com/p/B_r7t4FAddk/,02/05,nao,nao,nao,nao,nao,nao,arte,ms,geral
"Vigitel Covid-19

Os brasileiros🇧🇷 estão cuidando da higiene para evitar o contágio com o novo #coronavírus. É o que revela a primeira fase da pesquisa Vigitel Covid-19.",teich,https://www.instagram.com/p/B_sQOGnAIAh/,02/05,sim,nao,nao,nao,nao,nao,video,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 02/05.",teich,https://www.instagram.com/p/B_s5-jygQmh/,02/05,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Verificado
🇧🇷🥼Reforço na assistência. O Ministério da Saúde contratou 267 profissionais de saúde para reforçar o enfrentamento do #coronavírus no estado do Amazonas. Eles vão atuar nas cidades de Manaus, Tabatinga, Itacoatiara e Manacaparu. Saiba mais: https://bit.ly/2Yr5JER",teich,https://www.instagram.com/p/B_tPqnUgdca/,02/05,sim,nao,nao,nao,nao,nao,arte | foto,ms,geral
"Combata os criadouros de mosquito. Procure manter garrafas tampadas ou com a boca para baixo para evitar o acúmulo de água. Não deixe água parada em casa. Proteja sua família.
O Brasil conta com você. Combata o mosquito e ajude a salvar vidas.
Saiba mais em saude.gov.br/combateaedes",teich,https://www.instagram.com/p/B_ugidzAPpF/,03/05,nao,nao,nao,nao,sim,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 03/05.",teich,https://www.instagram.com/p/B_vYwJegzBb/,03/05,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"🥼🇧🇷Foco no cuidado com as pessoas e em salvar vidas. O ministro da Saúde, Nelson Teich, embarcou neste domingo para Manaus (AM) para acompanhar as ações de combate ao #coronavirus. Outras cidades também receberão a visita do ministro. O Governo do Brasil trabalha forte e de forma integrada para a saúde dos brasileiros.
Saiba mais em saude.gov.br",teich,https://www.instagram.com/p/B_vbsubAmQO/,03/05,sim,nao,nao,nao,nao,nao,video,ms,geral
"🧼🧽A limpeza do chão, superfícies de móveis, maçanetas, corrimão, interruptores de luz é fundamental para a prevenção do #coronavírus. Não precisa ser álcool 70%, água sanitária e desinfetantes são suficientes para a limpeza dos ambientes. Saiba mais: http://saude.gov.br/coronavirus
#covid19",teich,https://www.instagram.com/p/B_voRtwgXRl/,03/05,sim,nao,nao,nao,sim,nao,arte,ms,geral
"🇧🇷União do Governo do Brasil, dos estados e dos municípios contra o #coronavirus. O ministro da Saúde, Nelson Teich, e o secretário-executivo Eduardo Pazuello se reuniram neste domingo (3) com o governador do Amazonas, Wilson Lima, e outras autoridades locais para debater ações para o combate à pandemia de #covid19",teich,https://www.instagram.com/p/B_v87T8giTU/,03/05,sim,nao,nao,nao,nao,nao,foto,ms,geral
"A máscara de pano reforça a proteção contra o #coronavírus, junto com os outros cuidados, como lavar as mão",teich,https://www.instagram.com/p/B_xFOGogo1k/,04/05,sim,nao,nao,nao,nao,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 04/05.",teich,https://www.instagram.com/p/B_x_NLOg_t2/,04/05,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"🇧🇷União pela Saúde do Brasil. O ministro da Saúde, Nelson Teich, foi conferir de perto as ações de enfrentamento ao #coronavírus em Manaus (AM).",teich,https://www.instagram.com/p/B_yVATEASfj/,04/05,sim,nao,nao,nao,nao,nao,foto,ms,geral
"▶Ministério da Saúde em ação. Em Manaus (AM), o ministro da Saúde, Nelson Teich, visitou hospitais e se reuniu com autoridades locais para reforçar o combate ao #coronavírus.
🇧🇷Com a união do Governo do Brasil, estados e municípios, o Brasil fica mais forte contra a #COVID19
Saiba mais em saude.gov.br",teich,https://www.instagram.com/p/B_yiI0wgRSv/,04/05,sim,nao,nao,nao,nao,nao,video,ms,geral
"Durante a pandemia de #coronavirus, pessoas idosas, principalmente aquelas que sofrem com condições como a demência, podem ficar estressadas, ansiosas, com medo e insônia.",teich,https://www.instagram.com/p/B_zaTvXglm1/,05/05,sim,nao,nao,nao,sim,nao,video,ms,Idosos
"Para a prevenção de doenças transmissíveis, água e sabão são fundamentais. No Dia Mundial de Higienização das Mãos, o Ministério da Saúde reforça a importância de lavar as mãos para a prevenção do #coronavírus",teich,https://www.instagram.com/p/B_z4ZOeghfT/,05/05,nao,nao,nao,nao,sim,nao,arte | foto,ms,geral
"O Brasil Conta com Você

🇧🇷🥼267 profissionais de saúde vão reforçar o combate ao #coronavírus no Amazonas. Eles são contratados pelo Ministério da Saúde e passam por treinamento vão começar a atuar no atendimento à população a partir de quinta-feira (7). Saiba mais: https://bit.ly/2KYB369",teich,https://www.instagram.com/p/B_0Qenygya5/,05/05,sim,nao,nao,nao,nao,nao,video,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 05/05.",teich,https://www.instagram.com/p/B_0pVfVgwwL/,05/05,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"🇧🇷Esse é mais um reforço do Governo do Brasil no combate ao #coronavírus. O Ministério da Saúde distribuiu, no último fim de semana, 100 respiradores pulmonares para o enfrentamento do coronavírus em quatros estados: Amapá, Paraíba, Pernambuco e Ceará. Com essas entregas, o Ministério da Saúde já distribuiu 487 respiradores pulmonares para o combate à #COVID19. Amazonas, Espírito Santo, Pará, Paraná, Rio de Janeiro e Santa Catarina também receberam respiradores produzidos no Brasil.",teich,https://www.instagram.com/p/B_0yy94AuGo/,05/05,sim,nao,nao,nao,nao,nao,arte | foto,ms,geral
"😷 Você deve usar a máscara de pano, toda vez que for sair de casa, para prevenção do #coronavírus. Tão importante quanto usar a máscara é tomar os devidos cuidados com ela. Confira as dicas e #UseMáscara
Lembre-se: deixe máscaras profissionais, como a cirúrgica e a N95, para os profissionais da saúde.
➕Aprenda a fazer a sua máscara de pano: https://youtu.be/FJxNsQ1-ZGM #MinhaMáscara",teich,https://www.instagram.com/p/B_2A7Yug8lC/,06/05,sim,nao,nao,nao,sim,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 06/05.",teich,https://www.instagram.com/p/B_3T8tTgCvt/,06/05,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"😷Reforço contra o #coronavírus. O Governo do Brasil distribuiu esta semana equipamentos e insumos para o estado do Amazonas. Foram kits de teste rápido, álcool em gel, máscaras, luvas e outros equipamentos de proteção dos profissionais de saúde.
🥼O Ministério da Saúde também enviou ao Amazonas a terceira equipe da Força Nacional do SUS, para fortalecer o atendimento, e sete técnicos da pasta, para apoiar as ações de gestão para o combate à #covid19. Saiba mais: https://bit.ly/2W8X34rsaude.gov.br/coronavirus
#covid19",teich,https://www.instagram.com/p/B_3YLl0A3uF/,06/05,sim,nao,nao,nao,nao,nao,arte | foto,ms,geral
"🏥O Governo do Brasil fortalece o 🇧🇷 contra o #coronavírus. O ministro da Saúde, Nelson Teich, anunciou nesta quarta-feira (6) o reforço de 592 novos leitos de UTI. Já são 3.236 leitos habilitados pelo Ministério da Saúde, em todo o Brasil, para aumentar a capacidade do #SUS no enfrentamento da #covid19. Confira a distribuição dos leitos de UTI habilitados por estado: https://bit.ly/3baI3Y3",teich,https://www.instagram.com/p/B_3dg8CA2Gp/,06/05,sim,nao,nao,nao,nao,nao,arte,ms,geral
"O Ministério da Saúde alerta para a importância da vacinação contra a gripe. Na segunda fase da campanha, que começou no dia 16 de abril, apenas 36% do público procurou a vacinação. A nova fase da vacinação começará na próxima segunda-feira 11. Saiba mais: https://bit.ly/3ba2KU7",teich,https://www.instagram.com/p/B_3n0LCgU21/,06/05,nao,nao,nao,nao,sim,nao,arte,ms,geral
"🇧🇷Diagnosticar para Cuidar! Novo programa do Ministério da Saúde tem o objetivo de fazer 46 milhões de testes de #coronavírus. Com informação, será possível definir a melhor estratégia de combate à #covid19 para cada local do Brasil, como explica o ministro da Saúde, Nelson Teich. Confira!
Saiba mais: https://bit.ly/2YEgjIG",teich,https://www.instagram.com/p/B_3sm5_gWCX/,06/05,sim,nao,nao,nao,nao,nao,arte | video,ms,geral
"em #podcast 🎧 Você sabe qual o papel de uma alimentação adequada e saudável durante a pandemia de #Covid19? Ela é essencial para a manutenção e recuperação da saúde do seu organismo. No primeiro episódio do nosso podcast, damos dicas preciosas sobre como planejar a alimentação durante a pandemia e ainda compartilhamos instruções sobre como higienizar e manipular os alimentos com segurança. No link da bio você encontra os links para ouvir esse podcast no #Spotify, #SoundCloud e nosso portal ;)",teich,https://www.instagram.com/p/B_4l5W9gAOS/,07/05,sim,nao,nao,nao,sim,nao,arte,ms,geral
"🥼Atenção, estudantes e profissionais da saúde! O Ministério da Saúde e UNA-SUS/UFSC disponibilizam o curso ""Medidas de proteção no manejo da COVID-19 na Atenção Especializada"". A capacitação a distância tem duração de 15 horas e é gratuita.
Participe: https://unasus.gov.br/cursos/curso/46163
#covid19
#coronavirus",teich,https://www.instagram.com/p/B_5ExEUAJQW/,07/05,sim,nao,nao,nao,sim,nao,arte | foto,ms,profissionais_saude
"🥼Mais proteção para os profissionais de saúde que atuam na linha de frente contra o #coronavírus.
😷Chegaram ao Brasil as primeiras 4,3 milhões de máscaras cirúrgicas compradas pelo Ministério da Saúde. No total, foram adquiridas 240 milhões de máscaras cirúrgicas.
🇧🇷O Governo do Brasil montou uma grande operação para trazer esses equipamentos da China. A ação vai envolver 42 voos✈ e tem o apoio do Ministério da Infraestrutura.
Saiba mais: https://bit.ly/3cfLDkX
#covid19",teich,https://www.instagram.com/p/B_5mDSug3T-/,07/05,sim,nao,nao,nao,nao,nao,video,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 07/05.",teich,https://www.instagram.com/p/B_52oeBAaRx/,07/05,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"A terceira fase da vacinação contra a gripe começa dia 11/05. Fique atento se você faz parte do público prioritário, procure um posto de saúde e leve a caderneta de vacinação. Importante: a vacina contra a gripe não protege contra o coronavírus.",teich,https://www.instagram.com/p/B_7Kk6QAwWV/,08/05,nao,nao,nao,nao,sim,nao,arte,ms,geral
"Trabalho de perto contra o #coronavírus. O ministro da Saúde, Nelson Teich, está no Rio de Janeiro para acompanhar as ações dos governos estadual e municipais contra a #covid19. O Ministério da Saúde também fazendo entregas de respiradores e equipamentos de proteção para profissionais de saúde.",teich,https://www.instagram.com/p/B_7sAE5AWb3/,08/05,sim,nao,nao,nao,nao,nao,video,ms,geral
"A terceira fase de vacinação contra a gripe começou! Se você tem crianças em casa com idade entre 6 meses a menores de 6 anos, não deixe de levá-los para se vacinar. Fique atento às datas e procure um posto de saúde. Leve a caderneta de vacinação. Saiba quem deve tomar a vacina em: saude.gov.br/vacinabrasil #VacinaBrasil",teich,https://www.instagram.com/p/B_7-uOlgF0D/,08/05,nao,nao,nao,nao,sim,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 08/05.",teich,https://www.instagram.com/p/B_8dVZpgM1R/,08/05,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Reforço contra o #coronavírus. O Ministério da Saúde entregou para o Rio de Janeiro máscaras, álcool gel, luvas e outros equipamentos de proteção para profissionais de saúde. Além disso, o Governo do Brasil investiu R$ 6 milhões para garantir o funcionamento de 42 leitos de UTI para pacientes com #covid19. Saiba mais: https://bit.ly/3dtaxxL",teich,https://www.instagram.com/p/B_8lgL3AvMs/,08/05,sim,nao,nao,nao,nao,nao,arte | foto,ms,geral
"O Ministério da Saúde continua reforçando o combate ao coronavírus.
👉Nesta sexta-feira (8), foram habilitados 110 leitos de UTI adulto e 6 leitos de UTI pediátrica, voltados exclusivamente aos pacientes graves do coronavírus, nos estados do RJ, AP, TO e MS.
➕Cada um desses leitos receberá a diária de R$ 1,6 mil - o dobro do valor pago normalmente. Ao todo, essas novas habilitações somam um investimento de mais R$ 16,7 milhões, pagos em parcela única aos estados e municípios beneficiados.",teich,https://www.instagram.com/p/B_81AYEARAP/,08/05,sim,nao,nao,nao,nao,nao,arte,ms,geral
"Além do coronavírus (COVID-19), tome cuidado com a dengue, a zika e a chikungunya. Não deixe água parada em casa. Combata o mosquito.
Saiba mais em saude.gov.br/combateaoaedes #CombataOMosquito",teich,https://www.instagram.com/p/B_9vywkg0ez/,09/05,nao,nao,nao,nao,sim,nao,arte,ms,geral
"O #coronavírus não vê raça, nacionalidade ou idade. Por isso, devemos sempre apoiar, ter compaixão e respeitar todas as pessoas afetadas pela #COVID19 e que sofrem com este tipo de discriminação.",teich,https://www.instagram.com/p/B_-E-Zkg4bb/,09/05,sim,nao,nao,nao,sim,nao,video,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 09/05.",teich,https://www.instagram.com/p/B__MizuAu92/,09/05,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Coronavírus

Juntos somos mais fortes! O ministro da Saúde, Nelson Teich, foi ao Rio de Janeiro e viu, de perto, as estruturas de atendimento às pessoas com #coronavírus. Teich quer união de Governo Federal, estado e município para melhora atendimento aos pacientes com #COVID19.
Saiba mais em",teich,https://www.instagram.com/p/B__PdVsn1BF/,09/05,sim,nao,nao,nao,nao,nao,video,ms,geral
"Não é só do coronavírus (COVID-19) que você tem que se proteger. Tome cuidado também com o mosquito Aedes aegypti. Não deixe água parada. Combata o mosquito.
Saiba mais em saude.gov.br/combateaoaedes #CombataOMosquito",teich,https://www.instagram.com/p/CAAUNN9gATS/,10/05,nao,nao,nao,nao,sim,nao,arte,ms,geral
"😷A máscara de pano ajuda a reduzir a transmissão do #coronavírus.❗Cada pessoa deve ter cerca de 5 máscaras de pano. Mas essa quantidade vai variar, dependendo da rotina de cada um.
➕Quer fazer a sua máscara? Confira o nosso tutorial https://youtu.be/FJxNsQ1-ZGM
#covid19
#MinhaMáscara",teich,https://www.instagram.com/p/CAAooBCAnlf/,10/05,sim,nao,nao,nao,sim,nao,arte,ms,geral
"O Ministério da Saúde deseja a todos um Feliz Dia das Mães. Este ano, essa data está diferente. A distância virou sinal de cuidado e amor. Ao mesmo tempo, os laços estão mais forte e os corações ficam mais próximos com uma ligação, vídeo chamada e mensagem no celular.
Cuide da saúde de quem sempre cuidou de você.
#DiaDasMães
",teich,https://www.instagram.com/p/CABaPgFAuD_/,10/05,nao,nao,nao,nao,nao,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 10/05.",teich,https://www.instagram.com/p/CABlNmvgGCv/,10/05,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Se você está grávida ou no período pós-parto, vacine-se contra a gripe. Fique atenta às datas e procure um posto de saúde. Leve a caderneta de vacinação. Saiba quem deve tomar a vacina em: saude.gov.br/vacinabrasil #VacinaBrasil
",teich,https://www.instagram.com/p/CADG5Zegbo-/,11/05,nao,nao,nao,nao,sim,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 11/05.",teich,https://www.instagram.com/p/CAEL9x1g2Y2/,11/05,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Antecipar o cuidado de quem está com #coronavírus pode diminuir a evolução da doença para uma fase mais crítica da doença, além de reduzir a necessidade de UTIs, ventilação mecânica e aliviar os sistemas de saúde, aumentando a capacidade de cuidar dos brasileiros.
Saiba mais em saude.gov.br/coronavirus",teich,https://www.instagram.com/p/CAEbGn1gZYb/,11/05,sim,nao,nao,nao,nao,nao,arte | video,ms,geral
"🇧🇷Ao apresentar a ""Estratégia de Gestão de Riscos” que vai auxiliar estados e municípios no enfrentamento do #coronavírus, o ministro Nelson Teich reforçou o compromisso do
Ministério da Saúde de cuidar da saúde dos brasileiros. Saiba mais: https://bit.ly/3fyCCFM
#COVID19",teich,https://www.instagram.com/p/CAEht8lAhjj/,11/04,sim,nao,nao,nao,nao,nao,arte | foto,ms,geral
"Coronavírus: como age? Por onde anda? Como evitar?

Tudo o que você precisa saber para se proteger do vírus que tem sintomas moderados na maioria dos casos, mas pode matar.
Para outras informações, acesse saude.gov.br/coronavirus #Covid-19 #Coronavius",teich,https://www.instagram.com/p/CAFeZaxA3Op/,12/05,sim,nao,nao,nao,sim,nao,video,ms,geral
"O Ministério da Saúde continua forte no combate ao #coronavírus. Até agora, já investiu R$ 11 bilhões em ações contra a #COVID19. Isso é o resultado do compromisso do Governo do Brasil com a população.
""A gente sabe que ainda tem muito o que fazer, mas é importante detalhar o que temos feito. É um trabalho em conjunto com estados e municípios. O nosso foco sempre é cuidar das pessoas"", afirmou o ministro da Saúde, Nelson Teich.
Saiba mais sobre o que o Governo do Brasil está fazendo por você: https://bit.ly/3fHagJJ",teich,https://www.instagram.com/p/CAFrfKTAFI8/,12/05,sim,nao,nao,nao,nao,sim,arte,ms,geral
"Em janeiro, 2020 foi definido pela Organização Mundial da Saúde como o ""ano internacional dos profissionais de enfermagem e obstetrícia"". E não haveria período melhor para deixar ainda mais clara a importância dessas pessoas na vida de todos. Mais do que nunca, parabenizamos e agradecemos os profissionais de Enfermagem, vitais no cuidado e atenção aos pacientes. Muito obrigado!
#DiaDaEnfermagem #Enfermagem",teich,https://www.instagram.com/p/CAGA4G4AZFH/,12/05,sim,nao,nao,nao,nao,nao,arte | foto,ms,geral
"Atenção, profissional de saúde! Tem curso novo para vocês: “COVID-19: uso seguro de EPI”. O curso tem como objetivo promover atualização para os profissionais de saúde acerca dos conceitos essenciais para a própria proteção, sobretudo em tempos de pandemia da #COVID19, bem como da necessidade de utilização segura dos Equipamentos de Proteção Individual (EPI). O curso é gratuito.
Acesse a página do curso: https://bit.ly/AvasusCoronavírus9
#Coronavírus",teich,https://www.instagram.com/p/CAGRHKZA2Mq/,12/05,sim,nao,nao,nao,sim,nao,arte | foto,ms,profissionais_saude
"Reforço para diagnóstico. Até o momento, o @minsaude já distribuiu aos estados mais de 2,1 milhões de testes RT-PCR e 4,7 milhões de testes rápidos. A medida faz parte da estratégia ""Diagnosticar para Cuidar"", plano criado pelo Ministério da Saúde para a realização de 46 milhões de testes de COVID-19 neste ano.
⠀
Saiba mais: acesse o link na bio e clique em ""Coronavírus - MS já distribuiu 6,9 milhões de testes""",teich,https://www.instagram.com/p/CAGeigyAnEk/,12/05,sim,nao,nao,nao,nao,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
⠀
Confira a atualização dos casos de #coronavírus no Brasil de 12/05.",teich,https://www.instagram.com/p/CAGrBDfgBpI/,12/05,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"O @governodobrasil continua reforçando o SUS para tratamento e assistência médica aos pacientes com #coronavírus!
⠀
Com mais esses leitos, o @minsaude já habilitou, só entre abril e maio, 3.810 leitos de UTI (sendo 115 de UTI pediátrica), ao custo de R$ 550,5 milhões. Todos os estados já contam com o incremento desse custeio.
⠀
Saiba mais sobre este investimento: acesse o link na bio e clique em ""Coronavírus - mais 458 leitos de UTI""",teich,https://www.instagram.com/p/CAGwIh5Awao/,12/05,sim,nao,nao,nao,nao,nao,arte,ms,geral
